Sr. No.,Brand,Category,Product Name,ASIN,Product URL,Sales Frequency,Title,Description,Bulletpoints(3),Grade,Spell check,Dimensions details,Sentence case,A+ content,Grade2,Main image,Additional images,Infographics,Lifestyles,Video,A+ Content3,Info/lifestyle Total,Total Images,Info present,Lifestyle present,Video present or not,A+ content4,Image quality,Product information,Remark,Score,Grade5,Final Grade,Amazon USA,Amazon UK,Amazon CA,Amazon MX,Amazon Germany,Amazon France,Amazon Italy,Amazon Spain,Amazon Netherlands,Amazon Belgium,Amazon Sweden ,Amazon Poland,Amazon Australia,Amazon Japan,Amazon Singapore,Amazon UAE
60,Strauss,"Sports, Fitness & Outdoors",Strauss Chest Expander with 5 Springs,B014PIKNR2,https://www.amazon.in/dp/B014PIKNR2?ref=myi_title_dp&th=1,Medium,1,1,1,A,1,1,1,1,A,1,0,6,1,0,1,7,8,1,1,0,1,acceptable,available,0,84%,A,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Strauss,"Sports, Fitness & Outdoors","Strauss High Density Foam Roller, 45cm, (Blue)",B08FB3LV8F,https://www.amazon.in/dp/B08FB3LV8F?ref=myi_title_dp&th=1,Medium,1,1,1,A,1,1,1,1,A,1,0,6,1,0,1,7,8,1,1,0,1,acceptable,available,0,84%,A,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Strauss,"Sports, Fitness & Outdoors","Strauss Yoga Foam Roller, 30 CM, (Black)",B07QJ53146,https://www.amazon.in/dp/B07QJ53146?ref=myi_title_dp&th=1,Medium,1,1,1,A,1,1,1,1,A,1,0,7,1,0,1,8,9,1,1,0,1,acceptable,available,0,90%,A,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,Strauss,"Sports, Fitness & Outdoors","Strauss Yoga Block, (Multicolor)",B07TLW2QBR,https://www.amazon.in/dp/B07TLW2QBR?ref=myi_title_dp&th=1,Medium,1,1,1,A,0-B,1,1,1,B,1,0,6,1,0,1,7,8,1,1,0,1,acceptable,available,0,84%,A,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,Strauss,"Sports, Fitness & Outdoors","Strauss Bicycle Saddle Seat Cover with Slight Gel, (Black) New Model",B08GFCTNQN,https://www.amazon.in/dp/B08GFCTNQN?ref=myi_title_dp&th=1,High,1,1,1,A,1,1,1,1,A,1,0,5,1,0,1,6,7,1,1,0,1,acceptable,available,0,79%,A,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,Strauss,"Sports, Fitness & Outdoors","Strauss Compression Knee Support, Pair, (Large)",B07Y9QG7BY,https://www.amazon.in/dp/B07Y9QG7BY?ref=myi_title_dp&th=1,Medium,1,1,1,A,1,1,1,1,A,1,0,4,2,1,1,6,7,1,1,1,1,acceptable,available,0,89%,A,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,Strauss,"Sports, Fitness & Outdoors","Strauss TPE Eco-Friendly Yoga Mat, 6mm (Blue)",B07D8QCRDX,https://www.amazon.in/dp/B07D8QCRDX?ref=myi_title_dp&th=1,Medium,1,1,1,A,1,1,1,1,A,1,0,7,1,1,1,8,9,1,1,1,1,acceptable,available,0,100%,A,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,Strauss,"Sports, Fitness & Outdoors","Strauss Thumb Support with Wrist Wrap, Free Size, (Black)",B07PSJ7672,https://www.amazon.in/dp/B07PSJ7672?ref=myi_title_dp&th=1,High,1,1,1,A,1,1,1,1,A,1,0,3,1,1,1,4,5,1,1,1,1,acceptable,available,0,78%,A,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,Strauss,"Sports, Fitness & Outdoors","Strauss Yoga Foam Roller 45 cm, (Blue)",B075JCJYN6,https://www.amazon.in/dp/B075JCJYN6?ref=myi_title_dp&th=1,Medium,1,1,1,A,1,1,1,1,A,1,0,7,1,0,1,8,9,1,1,0,1,acceptable,available,0,90%,A,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,Strauss,"Sports, Fitness & Outdoors","Strauss High Density Foam Roller, 30cm, (Blue)",B08FB6Q7DW,https://www.amazon.in/dp/B08FB6Q7DW?ref=myi_title_dp&th=1,Medium,1,1,1,A,1,1,1,1,A,1,0,6,1,0,1,7,8,1,1,0,1,acceptable,available,0,84%,A,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,Strauss,"Sports, Fitness & Outdoors","Strauss PE Eco-Friendly Yoga Mat, 6mm (Purple)",B07D8PF4ZW,https://www.amazon.in/dp/B07D8PF4ZW?ref=myi_title_dp&th=1,Medium,1,1,1,A,1,1,1,1,A,1,0,5,1,1,1,6,7,1,1,1,1,acceptable,available,0,89%,A,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,Strauss,"Sports, Fitness & Outdoors",Strauss Bicycle Zoom LED Torch with Mount Holder,B07DHKXFGF,https://www.amazon.in/dp/B07DHKXFGF?ref=myi_title_dp&th=1,High,1,1,1,A,1,1,1,1,A,1,0,3,2,1,1,5,6,1,1,1,1,acceptable,available,0,83%,A,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,Strauss,"Sports, Fitness & Outdoors","Strauss High Density Foam Roller, 45cm, (Black)",B08FB74ZC9,https://www.amazon.in/dp/B08FB74ZC9?ref=myi_title_dp&th=1,Medium,1,1,1,A,1,1,1,1,A,1,0,6,1,0,1,7,8,1,1,0,1,acceptable,available,0,84%,A,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,Strauss,"Sports, Fitness & Outdoors","Strauss Speed Skipping Rope, (Blue)",B07YB8BDNT,https://www.amazon.in/dp/B07YB8BDNT?ref=myi_title_dp&th=1,Medium,1,1,1,A,0-B,1,1,1,B,1,0,6,1,0,1,7,8,1,1,0,1,acceptable,available,0,84%,A,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,Strauss,"Sports, Fitness & Outdoors","Strauss TPE Eco Friendly Dual Layer Yoga Mat, 6mm (Blue)",B07D8RR888,https://www.amazon.in/dp/B07D8RR888?ref=myi_title_dp&th=1,Medium,1,1,1,A,1,1,1,0,B,1,0,7,1,1,1,8,9,1,1,1,1,acceptable,available,0,100%,A,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,Strauss,"Sports, Fitness & Outdoors","Strauss Official Basketball, Size 7 (Orange)",B082KQDWK3,https://www.amazon.in/dp/B082KQDWK3?ref=myi_title_dp&th=1,Medium,1,1,1,A,1,1,1,1,A,1,0,4,2,1,1,6,7,1,1,1,1,acceptable,available,0,89%,A,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,Strauss,"Sports, Fitness & Outdoors","Strauss Speed Skipping Rope, (Blue/Purple)",B08HN9XJT5,https://www.amazon.in/dp/B08HN9XJT5?ref=myi_title_dp&th=1,Medium,1,1,1,A,0-B,1,1,1,B,1,1,4,2,0,1,6,8,1,1,0,1,acceptable,available,0,84%,A,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,Strauss,"Sports, Fitness & Outdoors","Strauss Yoga Foam Roller, 45 CM, (Sky Blue)",B07QKMK7SG,https://www.amazon.in/dp/B07QKMK7SG?ref=myi_title_dp&th=1,Medium,1,1,1,A,1,1,1,1,A,1,0,7,1,0,1,8,9,1,1,0,1,acceptable,available,0,90%,A,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,Strauss,"Sports, Fitness & Outdoors","Strauss TPE Eco-Friendly Yoga Mat, 6mm (Purple)",B07D8NRZD1,https://www.amazon.in/dp/B07D8NRZD1?ref=myi_title_dp&th=1,Medium,1,1,1,A,0-B,1,1,1,B,1,0,7,1,1,1,8,9,1,1,1,1,acceptable,available,0,100%,A,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,Strauss,"Sports, Fitness & Outdoors","Strauss Knee Cap Support, Pair, (Extra Large)",B071NPMVBR,https://www.amazon.in/dp/B071NPMVBR?ref=myi_title_dp&th=1,Medium,1,1,1,A,1,1,1,1,A,1,1,3,1,1,1,4,6,1,1,1,1,acceptable,available,0,83%,A,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,Strauss,"Sports, Fitness & Outdoors","Strauss TPE Eco Friendly Dual Layer Yoga Mat, 6 mm (Pink)",B07D8QSSVD,https://www.amazon.in/dp/B07D8QSSVD?ref=myi_title_dp&th=1,Medium,1,1,1,A,1,1,1,1,A,1,0,7,1,1,1,8,9,1,1,1,1,acceptable,available,0,100%,A,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,Strauss,"Sports, Fitness & Outdoors","Strauss Yoga Foam Roller, 45 CM, (Orange)",B07QK72B8N,https://www.amazon.in/dp/B07QK72B8N?ref=myi_title_dp&th=1,Medium,1,1,1,A,1,1,1,1,A,1,0,7,1,0,1,8,9,1,1,0,1,acceptable,available,0,90%,A,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,Strauss,"Sports, Fitness & Outdoors","Strauss Resistance Pull Up Loop Band, (Black), (16-32 Kg)",B08XZ5GGF3,https://www.amazon.in/dp/B08XZ5GGF3?ref=myi_title_dp&th=1,Medium,1,1,1,A,1,1,1,1,A,1,0,6,2,0,1,8,9,1,1,0,1,acceptable,available,0,90%,A,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,Strauss,"Sports, Fitness & Outdoors","Strauss Speed Skipping Rope, (Black)",B08HN79WLM,https://www.amazon.in/dp/B08HN79WLM?ref=myi_title_dp&th=1,Medium,1,1,1,A,0-B,1,1,1,B,1,0,6,1,0,1,7,8,1,1,0,1,acceptable,available,0,84%,A,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,Strauss,"Sports, Fitness & Outdoors","Strauss Knee Cap Support, Pair, (Large)",B072BJLV3R,https://www.amazon.in/dp/B072BJLV3R?ref=myi_title_dp&th=1,Medium,1,1,1,A,1,1,1,1,A,1,0,4,1,1,1,5,6,1,1,1,1,acceptable,available,0,83%,A,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,Strauss,"Sports, Fitness & Outdoors",Strauss Bicycle LED Headlight with Horn,B08QRX6FRD,https://www.amazon.in/dp/B08QRX6FRD?ref=myi_title_dp&th=1,High,1,1,1,A,1,1,1,1,A,1,1,4,1,1,1,5,7,1,1,1,1,acceptable,available,0,89%,A,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,Strauss,"Sports, Fitness & Outdoors",Strauss Elastic Waist Support,B01B6MV69Y,https://www.amazon.in/dp/B01B6MV69Y?ref=myi_title_dp&th=1,Medium,1,1,1,A,1,1,1,1,A,1,1,6,1,0,1,7,9,1,1,0,1,acceptable,available,0,90%,A,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,Strauss,"Sports, Fitness & Outdoors","Strauss Knee Cap Support, Pair, (Medium)",B01B6MV4FK,https://www.amazon.in/dp/B01B6MV4FK?ref=myi_title_dp&th=1,Medium,1,1,1,A,1,1,1,1,A,1,1,3,1,1,1,4,6,1,1,1,1,acceptable,available,0,83%,A,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,Strauss,"Sports, Fitness & Outdoors","Strauss Yoga Foam Roller, 30cm (Blue)",B075JBR528,https://www.amazon.in/dp/B075JBR528?ref=myi_title_dp&th=1,Medium,1,1,1,A,1,1,1,1,A,1,0,7,1,0,1,8,9,1,1,0,1,acceptable,available,0,90%,A,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,Strauss,"Sports, Fitness & Outdoors","Strauss Yoga Foam Roller, 45 CM, (Purple)",B07QGZPDLY,https://www.amazon.in/dp/B07QGZPDLY?ref=myi_title_dp&th=1,Medium,1,1,1,A,1,1,1,1,A,1,0,7,1,0,1,8,9,1,1,0,1,acceptable,available,0,90%,A,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,Strauss,"Sports, Fitness & Outdoors","Strauss Resistance Pull Up Loop Band, (Purple), (21-46 Kg)",B08XZ8XQLQ,https://www.amazon.in/dp/B08XZ8XQLQ?ref=myi_title_dp&th=1,Medium,1,1,1,A,1,1,1,1,A,1,0,6,2,0,1,8,9,1,1,0,1,acceptable,available,0,90%,A,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,Strauss,"Sports, Fitness & Outdoors","Strauss Adjustable Hand Grip Strengthner With Counter, (Black)",B07MYFQPXF,https://www.amazon.in/dp/B07MYFQPXF?ref=myi_title_dp&th=1,Medium,1,1,1,A,1,1,1,1,A,1,0,4,1,1,1,5,6,1,1,1,1,acceptable,available,0,83%,A,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,Strauss,"Sports, Fitness & Outdoors",Strauss Tummy Trimmer Pro,B08FXG432Y,https://www.amazon.in/dp/B08FXG432Y?ref=myi_title_dp&th=1,Medium,1,1,1,A,1,1,1,1,A,1,0,4,3,0,1,7,8,1,1,0,1,acceptable,available,0,84%,A,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,Strauss,"Sports, Fitness & Outdoors","Strauss Yoga Foam Roller, 30 CM, (Sky Blue)",B07QFVWB1Y,https://www.amazon.in/dp/B07QFVWB1Y?ref=myi_title_dp&th=1,Medium,1,1,1,A,1,1,1,1,A,1,0,7,1,0,1,8,9,1,1,0,1,acceptable,available,0,90%,A,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Strauss,"Sports, Fitness & Outdoors","Strauss Anti-Microbial Sports Cooling Towel, 80 cm, (Grey)",B08Y91HVMW,https://www.amazon.in/dp/B08Y91HVMW?ref=myi_title_dp&th=1,Medium,1,1,1,A,1,1,1,0,B,1,0,5,1,0,0,6,7,1,1,0,0,acceptable,available,0,59%,B,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,Strauss,"Sports, Fitness & Outdoors","Strauss Resistance Pull Up Loop Band, (Green), (23-57 Kg)",B08XZ8D4NC,https://www.amazon.in/dp/B08XZ8D4NC?ref=myi_title_dp&th=1,Medium,1,1,1,A,1,1,1,1,A,1,0,5,3,0,1,8,9,1,1,0,1,acceptable,available,0,90%,A,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,Strauss,"Sports, Fitness & Outdoors","Strauss Yoga Foam Roller, 30 CM, (Pink)",B07QK66R32,https://www.amazon.in/dp/B07QK66R32?ref=myi_title_dp&th=1,Medium,1,1,1,A,1,1,1,1,A,1,0,7,1,0,1,8,9,1,1,0,1,acceptable,available,0,90%,A,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,Strauss,"Sports, Fitness & Outdoors","Strauss Adjustable Hand Grip Strengthner With Counter, (Orange)",B07QJ53564,https://www.amazon.in/dp/B07QJ53564?ref=myi_title_dp&th=1,Medium,1,1,1,A,1,1,1,1,A,1,0,5,1,1,1,6,7,1,1,1,1,acceptable,available,0,89%,A,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,Strauss,"Sports, Fitness & Outdoors","Strauss  Deep Tissue Massage Foam Roller, 45 cm, (Multicolor Purple)",B07QCT15S5,https://www.amazon.in/dp/B07QCT15S5?ref=myi_title_dp&th=1,Medium,1,1,1,A,1,1,1,0,B,1,0,4,1,1,0,5,6,1,1,1,0,acceptable,available,0,63%,B,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Strauss,"Sports, Fitness & Outdoors","Strauss Resistance Pull Up Loop Band, (Yellow), (3-7 Kg)",B08XZ7FZBB,https://www.amazon.in/dp/B08XZ7FZBB?ref=myi_title_dp&th=1,Medium,1,1,1,A,1,1,1,1,A,1,0,5,3,0,1,8,9,1,1,0,1,acceptable,available,0,90%,A,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,Strauss,"Sports, Fitness & Outdoors","Strauss Speed Skipping Rope, (Yellow)",B07YB8D4ZS,https://www.amazon.in/dp/B07YB8D4ZS?ref=myi_title_dp&th=1,Medium,1,1,1,A,0-B,1,1,1,B,1,0,6,1,0,1,7,8,1,1,0,1,acceptable,available,0,84%,A,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,Strauss,"Sports, Fitness & Outdoors","Strauss Yoga Foam Roller, 30 CM, (Orange)",B07QGZN6WC,https://www.amazon.in/dp/B07QGZN6WC?ref=myi_title_dp&th=1,Medium,1,1,1,A,1,1,1,1,A,1,0,7,1,0,1,8,9,1,1,0,1,acceptable,available,0,90%,A,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,Strauss,"Sports, Fitness & Outdoors","Strauss PE Eco-Friendly Yoga Mat, 6mm (Blue)",B07D8SNSHH,https://www.amazon.in/dp/B07D8SNSHH?ref=myi_title_dp&th=1,Medium,1,1,1,A,1,1,1,1,A,1,0,5,1,1,1,6,7,1,1,1,1,acceptable,available,0,89%,A,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,Strauss,"Sports, Fitness & Outdoors","Strauss Weight-Lifting Gym Belt, Medium, (Black)",B09HKQBM7M,https://www.amazon.in/dp/B09HKQBM7M?ref=myi_title_dp&th=1,High,1,1,1,A,0-B,1,1,0,C,1,0,7,1,0,0,8,9,1,1,0,0,acceptable,available,A+ or video is required,70%,B,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,Strauss,"Sports, Fitness & Outdoors","Strauss Yoga Foam Roller, 45 CM, (Pink)",B07QFVW5WL,https://www.amazon.in/dp/B07QFVW5WL?ref=myi_title_dp&th=1,Medium,1,1,1,A,1,1,1,1,A,1,0,7,1,0,1,8,9,1,1,0,1,acceptable,available,0,90%,A,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,Strauss,"Sports, Fitness & Outdoors","Strauss Yoga Foam Roller, 30 CM, (Purple)",B07QFVVZ1N,https://www.amazon.in/dp/B07QFVVZ1N?ref=myi_title_dp&th=1,Medium,1,1,1,A,1,1,1,1,A,1,0,7,1,0,1,8,9,1,1,0,1,acceptable,available,0,90%,A,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,Strauss,"Sports, Fitness & Outdoors","Strauss Kettlebell, Black, (4 Kg)",B085TG12FS,https://www.amazon.in/dp/B085TG12FS?ref=myi_title_dp&th=1,Medium,1,1,1,A,1,1,1,1,A,1,0,4,2,1,1,6,7,1,1,1,1,acceptable,available,0,89%,A,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,Strauss,"Sports, Fitness & Outdoors","Strauss Kettlebell, Black, (6 Kg)",B07QJ53F9D,https://www.amazon.in/dp/B07QJ53F9D?ref=myi_title_dp&th=1,Medium,1,1,1,A,1,1,1,1,A,1,0,3,2,1,1,5,6,1,1,1,1,acceptable,available,0,83%,A,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,Strauss,"Sports, Fitness & Outdoors","Strauss Puzzle Interlocking Tiles Exercise Mat, (Black)",B08XZD971N,https://www.amazon.in/dp/B08XZD971N?ref=myi_title_dp&th=1,Medium,1,1,1,A,1,1,1,1,A,1,0,6,1,0,1,7,8,1,1,0,1,acceptable,available,0,84%,A,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,Strauss,"Sports, Fitness & Outdoors","Strauss Stretch-Back Gym Gloves with Leather Palm, (Medium)",B0725M1L76,https://www.amazon.in/dp/B0725M1L76?ref=myi_title_dp&th=1,High,1,1,1,A,1,1,1,1,A,1,1,3,2,0,1,5,7,1,1,0,1,acceptable,available,0,79%,A,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,Strauss,"Sports, Fitness & Outdoors","Strauss Resistance Pull Up Loop Band, (Red), (7-16 Kg)",B08XZB19DD,https://www.amazon.in/dp/B08XZB19DD?ref=myi_title_dp&th=1,Medium,1,1,1,A,1,1,1,1,A,1,0,5,3,0,1,8,9,1,1,0,1,acceptable,available,0,90%,A,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,Yellow Chimes,Fashion Jewellery,Yellow Chimes Moxie Collection Latest Style Casual Leather Wraps Bracelet for Men and Boys…,B071GFLYQ6,https://www.amazon.in/dp/B071GFLYQ6,Medium,1,1,0,B,1,1,1,0,C,1,1,1,1,1,0,0,2,4,1,1,0,acceptable,available,0,42.22%,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,Yellow Chimes,Fashion Jewellery,Yellow Chimes Moxie Collection Classic Opal 18K Rose Gold Bracelet Bangle for Girls and Women…,B06ZZ1TRXJ,https://www.amazon.in/dp/B06ZZ1TRXJ,Medium,1,1,0,B,0,1,1,0,B,1,0,0,0,4,1,0,4,5,0,1,1,acceptable,available,0,47.78%,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,Yellow Chimes,Fashion Jewellery,Yellow Chimes Moxie Collection Latest Style Casual Leather Wraps Bracelet for Men and Boys…,B0721DYSXW,https://www.amazon.in/dp/B0721DYSXW,Medium,1,1,1,A,0,1,1,0,B,1,0,0,0,3,1,0,3,4,0,1,1,acceptable,available,0,42.22%,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,Yellow Chimes,Fashion Jewellery,Yellow Chimes Moxie Collection ? Swan Love Designer ? Blue Crystal Kadaa Bracelet for Girls…,B09HQTYGC4,https://www.amazon.in/dp/B09HQTYGC4,Medium,1,1,1,A,1,1,1,0,C,1,0,0,0,4,0,0,4,5,0,1,0,acceptable,available,0,37.78%,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,Yellow Chimes,Fashion Jewellery,Yellow Chimes Moxie Collection Blue Stony Austrian Crystal Bracelet for Girls & Women…,B06ZY5QDYM,https://www.amazon.in/dp/B06ZY5QDYM,Medium,1,1,1,A,0,1,1,0,B,1,1,0,0,5,1,0,5,7,0,1,1,acceptable,available,0,58.89%,B,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,Yellow Chimes,Fashion Jewellery,Yellow Chimes Moxie Collection ? Swan Love and Blue Stony Designer ? Blue Crystal Combo Kadaa Bracelet for Girls & Women…,B071JK9TPQ,https://www.amazon.in/dp/B071JK9TPQ,Medium,1,1,1,A,0,1,1,0,B,1,0,0,0,4,0,0,4,5,0,1,0,acceptable,available,0,37.78%,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,Yellow Chimes,Fashion Jewellery,Yellow Chimes Moxie Collection Dangling Flower Earrings for Women and Girls (White),B0751CKLPG,https://www.amazon.in/dp/B0751CKLPG,High,1,1,1,A,1,1,1,0,C,1,0,0,0,1,0,0,1,2,0,1,0,acceptable,available,lifestyle images and video are missing,21.11%,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,Yellow Chimes,Fashion Jewellery,Yellow Chimes Moxie Collection Designer Flower Style Combo of 2 Pairs Floral Hoop Earrings for Women & Girls (Blue and White),B071ZXLHHK,https://www.amazon.in/dp/B071ZXLHHK,High,1,1,1,A,1,1,1,0,C,1,2,0,0,0,0,0,0,3,0,0,0,acceptable,available,0,16.67%,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,Yellow Chimes,Fashion Jewellery,Yellow Chimes Combo of Two Pairs Black & Yellow Flower Style Hoop Earrings for Women & Girls (Yellow and Black),B072MCQ4NF,https://www.amazon.in/dp/B072MCQ4NF,High,1,1,1,A,1,1,1,0,C,1,2,0,0,0,0,0,0,3,0,0,0,acceptable,available,0,16.67%,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,Yellow Chimes,Fashion Jewellery,Yellow Chimes Moxie Collection Rhodium Plated Pearl Studded White Stud Silver Earrings for Women and Girls…,B071R22C3X,https://www.amazon.in/dp/B071R22C3X,High,1,1,1,A,0,1,1,0,B,1,1,0,0,1,0,0,1,3,0,1,0,acceptable,available,0,26.67%,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,Yellow Chimes,Fashion Jewellery,Yellow Chimes Crystals from Swarovski Angel Guardian Silver Blue Crystal Pendant for Women and Girls,B00Q12JZ4I,https://www.amazon.in/dp/B00Q12JZ4I,Medium,1,1,1,A,0,1,1,0,B,1,0,0,0,4,1,0,4,5,0,1,1,acceptable,available,0,47.78%,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,Yellow Chimes,Fashion Jewellery,Yellow Chimes Crystals from Swarovski Pink Rose 18K Rose Gold Plated Crystal Pendant for Women and Girls,B00Q141TOK,https://www.amazon.in/dp/B00Q141TOK,Medium,1,1,1,A,1,1,1,0,C,1,2,2,2,2,2,0,4,7,1,1,1,acceptable,available,0,68.89%,B,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,Yellow Chimes,Fashion Jewellery,"Glow-in-The-Dark Fairy Frozen Tear Natural Concept Silver Color Locket Pendant for Girls and Women by YELLOW CHIMES. for The First time, for who Wants to Glow.",B00WGT0EN6,https://www.amazon.in/dp/B00WGT0EN6,Medium,1,1,1,A,1,1,1,0,C,1,0,0,0,5,0,0,5,6,0,1,0,acceptable,available,0,43.33%,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,Yellow Chimes,Fashion Jewellery,Glow-in-The-Dark Heart of Atlantis 925 Silver Plated (Hallmarked) Locket Cum Pendant for Girls and Women by YELLOW CHIMES,B00Z0DZJMG,https://www.amazon.in/dp/B00Z0DZJMG,Medium,1,1,1,A,1,1,1,0,C,1,0,1,1,5,0,0,6,7,1,1,0,acceptable,available,0,58.89%,B,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,Yellow Chimes,Fashion Jewellery,Yellow Chimes Swiss Zircon Rainbow colors Exquisite 18k Rose Gold Plated Pendant for women,B00W5J2KG6,https://www.amazon.in/dp/B00W5J2KG6,Medium,1,1,1,A,0,1,1,0,B,1,1,2,2,2,0,0,4,6,1,1,0,acceptable,available,0,53.33%,B,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,Yellow Chimes,Fashion Jewellery,Yellow Chimes Elegant Small White AD/American Diamond Studded 18k Gold Plated 4 PCs Handcrafted Bangles Set for Women & Girls (2.6),B08DXRQ6MX,https://www.amazon.in/dp/B08DXRQ6MX,Medium,1,1,1,A,0,1,1,0,B,1,3,0,0,2,1,0,2,6,0,1,1,acceptable,available,0,53.33%,B,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,Yellow Chimes,Fashion Jewellery,Yellow Chimes Classic AD/American Diamond Studded 18k Gold Plated Handcrafted Designer Layered Jhumka/Jhumki Earrings for Women & Girls,B08F3BK21V,https://www.amazon.in/dp/B08F3BK21V,High,1,1,1,A,0,1,1,0,B,1,2,0,0,1,0,0,1,4,0,1,0,acceptable,available,0,32.22%,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,Yellow Chimes,Fashion Jewellery,Yellow Chimes Elegant Pink AD/American Diamond Studded 18k Gold Plated HandCrafted Pearl Drop Earrings for Women & Girls,B08F3LG45L,https://www.amazon.in/dp/B08F3LG45L,High,1,1,1,A,0,1,1,0,B,1,2,0,0,2,0,0,2,5,0,1,0,acceptable,available,0,37.78%,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,Yellow Chimes,Fashion Jewellery,"Yellow Chimes Classic AD/American Diamond Studded Pink Floral Design Pearl Drop Gold Plated Jhumka Jhumki Earrings for Women and Girls, Medium",B09DKZ7M88,https://www.amazon.in/dp/B09DKZ7M88,High,1,1,1,A,1,1,1,0,C,1,1,0,0,2,0,0,2,4,0,1,0,acceptable,available,0,32.22%,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
